Date,ExchangeRate,Currency
1999-09-24,1.0466,EUR
1999-09-27,1.0431,EUR
1999-09-28,1.0509,EUR
1999-09-29,1.0613,EUR
1999-09-30,1.0643,EUR
1999-10-01,1.0718,EUR
1999-10-04,1.0703,EUR
1999-10-05,1.0693,EUR
1999-10-06,1.0704,EUR
1999-10-07,1.0721,EUR
1999-10-08,1.063,EUR
1999-10-12,1.0737,EUR
1999-10-13,1.0758,EUR
1999-10-14,1.0799,EUR
1999-10-15,1.0887,EUR
1999-10-18,1.0863,EUR
1999-10-19,1.0833,EUR
1999-10-20,1.0765,EUR
1999-10-21,1.0808,EUR
1999-10-22,1.0678,EUR
1999-10-25,1.0666,EUR
1999-10-26,1.0578,EUR
1999-10-27,1.0532,EUR
1999-10-28,1.0519,EUR
1999-10-29,1.0518,EUR
1999-11-01,1.0494,EUR
1999-11-02,1.0506,EUR
1999-11-03,1.0485,EUR
1999-11-04,1.044,EUR
1999-11-05,1.04,EUR
1999-11-08,1.0363,EUR
1999-11-09,1.0401,EUR
1999-11-10,1.0436,EUR
1999-11-12,1.0315,EUR
1999-11-15,1.0315,EUR
1999-11-16,1.0312,EUR
1999-11-17,1.0403,EUR
1999-11-18,1.0297,EUR
1999-11-19,1.0313,EUR
1999-11-22,1.0327,EUR
1999-11-23,1.0261,EUR
1999-11-24,1.0176,EUR
1999-11-26,1.0137,EUR
1999-11-29,1.01,EUR
1999-11-30,1.0077,EUR
1999-12-01,1.0059,EUR
1999-12-02,1.0023,EUR
1999-12-03,1.0016,EUR
1999-12-06,1.0252,EUR
1999-12-07,1.0222,EUR
1999-12-08,1.0263,EUR
1999-12-09,1.0161,EUR
1999-12-10,1.0158,EUR
1999-12-13,1.012,EUR
1999-12-14,1.0067,EUR
1999-12-15,1.0066,EUR
1999-12-16,1.0169,EUR
1999-12-17,1.0088,EUR
1999-12-20,1.0066,EUR
1999-12-21,1.0093,EUR
1999-12-22,1.008,EUR
1999-12-23,1.0162,EUR
1999-12-24,1.0128,EUR
1999-12-27,1.0136,EUR
1999-12-28,1.0068,EUR
1999-12-29,1.0045,EUR
1999-12-30,1.0024,EUR
1999-12-31,1.007,EUR
2000-01-03,1.0155,EUR
2000-01-04,1.0309,EUR
2000-01-05,1.0335,EUR
2000-01-06,1.0324,EUR
2000-01-07,1.0294,EUR
2000-01-10,1.0252,EUR
2000-01-11,1.0322,EUR
2000-01-12,1.0281,EUR
2000-01-13,1.027,EUR
2000-01-14,1.0128,EUR
2000-01-18,1.0121,EUR
2000-01-19,1.0115,EUR
2000-01-20,1.0133,EUR
2000-01-21,1.01,EUR
2000-01-24,1.0019,EUR
2000-01-25,1.0041,EUR
2000-01-26,1.0011,EUR
2000-01-27,0.989,EUR
2000-01-28,0.9765,EUR
2000-01-31,0.9757,EUR
2000-02-01,0.9731,EUR
2000-02-02,0.9768,EUR
2000-02-03,0.9887,EUR
2000-02-04,0.976,EUR
2000-02-07,0.9783,EUR
2000-02-08,0.9862,EUR
2000-02-09,0.9914,EUR
2000-02-10,0.9865,EUR
2000-02-11,0.9847,EUR
2000-02-14,0.9783,EUR
2000-02-15,0.9834,EUR
2000-02-16,0.9842,EUR
2000-02-17,0.9863,EUR
2000-02-18,0.985,EUR
2000-02-22,1.006,EUR
2000-02-23,1.0017,EUR
2000-02-24,0.9931,EUR
2000-02-25,0.9763,EUR
2000-02-28,0.9669,EUR
2000-02-29,0.9643,EUR
2000-03-01,0.97,EUR
2000-03-02,0.9619,EUR
2000-03-03,0.9618,EUR
2000-03-06,0.9603,EUR
2000-03-07,0.956,EUR
2000-03-08,0.9576,EUR
2000-03-09,0.9684,EUR
2000-03-10,0.9659,EUR
2000-03-13,0.9648,EUR
2000-03-14,0.9644,EUR
2000-03-15,0.9696,EUR
2000-03-16,0.971,EUR
2000-03-17,0.9694,EUR
2000-03-20,0.971,EUR
2000-03-21,0.9703,EUR
2000-03-22,0.9608,EUR
2000-03-23,0.9691,EUR
2000-03-24,0.9724,EUR
2000-03-27,0.9645,EUR
2000-03-28,0.9614,EUR
2000-03-29,0.9524,EUR
2000-03-30,0.9594,EUR
2000-03-31,0.9574,EUR
2000-04-03,0.956,EUR
2000-04-04,0.9588,EUR
2000-04-05,0.9647,EUR
2000-04-06,0.958,EUR
2000-04-07,0.959,EUR
2000-04-10,0.9588,EUR
2000-04-11,0.9591,EUR
2000-04-12,0.9551,EUR
2000-04-13,0.9524,EUR
2000-04-14,0.9564,EUR
2000-04-17,0.955,EUR
2000-04-18,0.9477,EUR
2000-04-19,0.9369,EUR
2000-04-20,0.9376,EUR
2000-04-21,0.9379,EUR
2000-04-24,0.9396,EUR
2000-04-25,0.9265,EUR
2000-04-26,0.9217,EUR
2000-04-27,0.9083,EUR
2000-04-28,0.9089,EUR
2000-05-01,0.912,EUR
2000-05-02,0.9068,EUR
2000-05-03,0.8891,EUR
2000-05-04,0.8907,EUR
2000-05-05,0.8953,EUR
2000-05-08,0.895,EUR
2000-05-09,0.9023,EUR
2000-05-10,0.9097,EUR
2000-05-11,0.9021,EUR
2000-05-12,0.908,EUR
2000-05-15,0.9138,EUR
2000-05-16,0.9053,EUR
2000-05-17,0.8921,EUR
2000-05-18,0.8952,EUR
2000-05-19,0.8946,EUR
2000-05-22,0.9036,EUR
2000-05-23,0.9032,EUR
2000-05-24,0.9096,EUR
2000-05-25,0.9072,EUR
2000-05-26,0.931,EUR
2000-05-30,0.9314,EUR
2000-05-31,0.9328,EUR
2000-06-01,0.9307,EUR
2000-06-02,0.9432,EUR
2000-06-05,0.9471,EUR
2000-06-06,0.957,EUR
2000-06-07,0.96,EUR
2000-06-08,0.9548,EUR
2000-06-09,0.9526,EUR
2000-06-12,0.9544,EUR
2000-06-13,0.9619,EUR
2000-06-14,0.959,EUR
2000-06-15,0.953,EUR
2000-06-16,0.9648,EUR
2000-06-19,0.9622,EUR
2000-06-20,0.9557,EUR
2000-06-21,0.9455,EUR
2000-06-22,0.9398,EUR
2000-06-23,0.9358,EUR
2000-06-26,0.9382,EUR
2000-06-27,0.9444,EUR
2000-06-28,0.9444,EUR
2000-06-29,0.9515,EUR
2000-06-30,0.9545,EUR
2000-07-03,0.9526,EUR
2000-07-05,0.9548,EUR
2000-07-06,0.9527,EUR
2000-07-07,0.9484,EUR
2000-07-10,0.9521,EUR
2000-07-11,0.9497,EUR
2000-07-12,0.9401,EUR
2000-07-13,0.9339,EUR
2000-07-14,0.9374,EUR
2000-07-17,0.9351,EUR
2000-07-18,0.9322,EUR
2000-07-19,0.9237,EUR
2000-07-20,0.9292,EUR
2000-07-21,0.9343,EUR
2000-07-24,0.9314,EUR
2000-07-25,0.9391,EUR
2000-07-26,0.9413,EUR
2000-07-27,0.9331,EUR
2000-07-28,0.9246,EUR
2000-07-31,0.9266,EUR
2000-08-01,0.9228,EUR
2000-08-02,0.9137,EUR
2000-08-03,0.9042,EUR
2000-08-04,0.9075,EUR
2000-08-07,0.9105,EUR
2000-08-08,0.9019,EUR
2000-08-09,0.8991,EUR
2000-08-10,0.9077,EUR
2000-08-11,0.9046,EUR
2000-08-14,0.9037,EUR
2000-08-15,0.9135,EUR
2000-08-16,0.9143,EUR
2000-08-17,0.9152,EUR
2000-08-18,0.9068,EUR
2000-08-21,0.9027,EUR
2000-08-22,0.8965,EUR
2000-08-23,0.8967,EUR
2000-08-24,0.9028,EUR
2000-08-25,0.9024,EUR
2000-08-28,0.9002,EUR
2000-08-29,0.8966,EUR
2000-08-30,0.8924,EUR
2000-08-31,0.8878,EUR
2000-09-01,0.8993,EUR
2000-09-05,0.8876,EUR
2000-09-06,0.8702,EUR
2000-09-07,0.874,EUR
2000-09-08,0.8664,EUR
2000-09-11,0.8624,EUR
2000-09-12,0.8596,EUR
2000-09-13,0.864,EUR
2000-09-14,0.8617,EUR
2000-09-15,0.8572,EUR
2000-09-18,0.8523,EUR
2000-09-19,0.8514,EUR
2000-09-20,0.8462,EUR
2000-09-21,0.8558,EUR
2000-09-22,0.8793,EUR
2000-09-25,0.8738,EUR
2000-09-26,0.8815,EUR
2000-09-27,0.8805,EUR
2000-09-28,0.8826,EUR
2000-09-29,0.8837,EUR
2000-10-02,0.8806,EUR
2000-10-03,0.8741,EUR
2000-10-04,0.8726,EUR
2000-10-05,0.8685,EUR
2000-10-06,0.868,EUR
2000-10-10,0.8682,EUR
2000-10-11,0.8715,EUR
2000-10-12,0.8644,EUR
2000-10-13,0.8568,EUR
2000-10-16,0.8489,EUR
2000-10-17,0.8507,EUR
2000-10-18,0.8391,EUR
2000-10-19,0.8406,EUR
2000-10-20,0.84,EUR
2000-10-23,0.8364,EUR
2000-10-24,0.8364,EUR
2000-10-25,0.827,EUR
2000-10-26,0.8271,EUR
2000-10-27,0.8406,EUR
2000-10-30,0.8432,EUR
2000-10-31,0.8486,EUR
2000-11-01,0.8584,EUR
2000-11-02,0.8594,EUR
2000-11-03,0.8614,EUR
2000-11-06,0.8584,EUR
2000-11-07,0.8583,EUR
2000-11-08,0.8559,EUR
2000-11-09,0.8574,EUR
2000-11-10,0.8625,EUR
2000-11-13,0.8607,EUR
2000-11-14,0.8573,EUR
2000-11-15,0.857,EUR
2000-11-16,0.8532,EUR
2000-11-17,0.8516,EUR
2000-11-20,0.8486,EUR
2000-11-21,0.8458,EUR
2000-11-22,0.8423,EUR
2000-11-24,0.8382,EUR
2000-11-27,0.85,EUR
2000-11-28,0.8547,EUR
2000-11-29,0.8577,EUR
2000-11-30,0.8694,EUR
2000-12-01,0.8765,EUR
2000-12-04,0.8875,EUR
2000-12-05,0.8804,EUR
2000-12-06,0.8877,EUR
2000-12-07,0.8891,EUR
2000-12-08,0.8838,EUR
2000-12-11,0.8771,EUR
2000-12-12,0.8775,EUR
2000-12-13,0.8755,EUR
2000-12-14,0.8858,EUR
2000-12-15,0.8981,EUR
2000-12-18,0.8929,EUR
2000-12-19,0.8902,EUR
2000-12-20,0.9058,EUR
2000-12-21,0.9112,EUR
2000-12-22,0.923,EUR
2000-12-26,0.9292,EUR
2000-12-27,0.9304,EUR
2000-12-28,0.9257,EUR
2000-12-29,0.9388,EUR
2001-01-02,0.9465,EUR
2001-01-03,0.9473,EUR
2001-01-04,0.9448,EUR
2001-01-05,0.9535,EUR
2001-01-08,0.9486,EUR
2001-01-09,0.9397,EUR
2001-01-10,0.9387,EUR
2001-01-11,0.952,EUR
2001-01-12,0.9486,EUR
2001-01-16,0.9374,EUR
2001-01-17,0.9306,EUR
2001-01-18,0.9446,EUR
2001-01-19,0.9363,EUR
2001-01-22,0.9374,EUR
2001-01-23,0.9389,EUR
2001-01-24,0.9258,EUR
2001-01-25,0.9219,EUR
2001-01-26,0.9213,EUR
2001-01-29,0.9181,EUR
2001-01-30,0.9264,EUR
2001-01-31,0.9308,EUR
2001-02-01,0.9384,EUR
2001-02-02,0.9357,EUR
2001-02-05,0.9395,EUR
2001-02-06,0.9304,EUR
2001-02-07,0.9331,EUR
2001-02-08,0.9184,EUR
2001-02-09,0.9267,EUR
2001-02-12,0.9287,EUR
2001-02-13,0.9204,EUR
2001-02-14,0.9197,EUR
2001-02-15,0.9057,EUR
2001-02-16,0.9162,EUR
2001-02-20,0.9096,EUR
2001-02-21,0.9077,EUR
2001-02-22,0.9069,EUR
2001-02-23,0.9095,EUR
2001-02-26,0.9093,EUR
2001-02-27,0.9128,EUR
2001-02-28,0.9212,EUR
2001-03-01,0.9291,EUR
2001-03-02,0.934,EUR
2001-03-05,0.9289,EUR
2001-03-06,0.9313,EUR
2001-03-07,0.9274,EUR
2001-03-08,0.9281,EUR
2001-03-09,0.9315,EUR
2001-03-12,0.93,EUR
2001-03-13,0.9148,EUR
2001-03-14,0.9133,EUR
2001-03-15,0.9046,EUR
2001-03-16,0.8929,EUR
2001-03-19,0.8985,EUR
2001-03-20,0.9054,EUR
2001-03-21,0.897,EUR
2001-03-22,0.8881,EUR
2001-03-23,0.8926,EUR
2001-03-26,0.8955,EUR
2001-03-27,0.891,EUR
2001-03-28,0.8882,EUR
2001-03-29,0.8807,EUR
2001-03-30,0.8794,EUR
2001-04-02,0.8824,EUR
2001-04-03,0.893,EUR
2001-04-04,0.9013,EUR
2001-04-05,0.8976,EUR
2001-04-06,0.9002,EUR
2001-04-09,0.9014,EUR
2001-04-10,0.8884,EUR
2001-04-11,0.8856,EUR
2001-04-12,0.8922,EUR
2001-04-13,0.8888,EUR
2001-04-16,0.8862,EUR
2001-04-17,0.8814,EUR
2001-04-18,0.8816,EUR
2001-04-19,0.8909,EUR
2001-04-20,0.9032,EUR
2001-04-23,0.896,EUR
2001-04-24,0.8946,EUR
2001-04-25,0.8972,EUR
2001-04-26,0.9011,EUR
2001-04-27,0.8924,EUR
2001-04-30,0.8874,EUR
2001-05-01,0.8937,EUR
2001-05-02,0.8925,EUR
2001-05-03,0.8891,EUR
2001-05-04,0.8934,EUR
2001-05-07,0.8916,EUR
2001-05-08,0.8848,EUR
2001-05-09,0.8845,EUR
2001-05-10,0.8792,EUR
2001-05-11,0.8759,EUR
2001-05-14,0.8748,EUR
2001-05-15,0.8788,EUR
2001-05-16,0.8842,EUR
2001-05-17,0.8828,EUR
2001-05-18,0.8774,EUR
2001-05-21,0.8762,EUR
2001-05-22,0.8657,EUR
2001-05-23,0.8598,EUR
2001-05-24,0.857,EUR
2001-05-25,0.8577,EUR
2001-05-29,0.8547,EUR
2001-05-30,0.8576,EUR
2001-05-31,0.8455,EUR
2001-06-01,0.8452,EUR
2001-06-04,0.8449,EUR
2001-06-05,0.8504,EUR
2001-06-06,0.8452,EUR
2001-06-07,0.8506,EUR
2001-06-08,0.8505,EUR
2001-06-11,0.8425,EUR
2001-06-12,0.8479,EUR
2001-06-13,0.8536,EUR
2001-06-14,0.8598,EUR
2001-06-15,0.8628,EUR
2001-06-18,0.861,EUR
2001-06-19,0.8558,EUR
2001-06-20,0.8506,EUR
2001-06-21,0.8544,EUR
2001-06-22,0.857,EUR
2001-06-25,0.8611,EUR
2001-06-26,0.8623,EUR
2001-06-27,0.8621,EUR
2001-06-28,0.847,EUR
2001-06-29,0.8474,EUR
2001-07-02,0.8455,EUR
2001-07-03,0.8477,EUR
2001-07-05,0.837,EUR
2001-07-06,0.8465,EUR
2001-07-09,0.8474,EUR
2001-07-10,0.8557,EUR
2001-07-11,0.8614,EUR
2001-07-12,0.853,EUR
2001-07-13,0.8527,EUR
2001-07-16,0.8549,EUR
2001-07-17,0.8549,EUR
2001-07-18,0.8701,EUR
2001-07-19,0.869,EUR
2001-07-20,0.8713,EUR
2001-07-23,0.8676,EUR
2001-07-24,0.8752,EUR
2001-07-25,0.8797,EUR
2001-07-26,0.8765,EUR
2001-07-27,0.8749,EUR
2001-07-30,0.875,EUR
2001-07-31,0.8752,EUR
2001-08-01,0.8793,EUR
2001-08-02,0.8813,EUR
2001-08-03,0.8843,EUR
2001-08-06,0.8802,EUR
2001-08-07,0.8775,EUR
2001-08-08,0.8778,EUR
2001-08-09,0.8886,EUR
2001-08-10,0.894,EUR
2001-08-13,0.8983,EUR
2001-08-14,0.9025,EUR
2001-08-15,0.9114,EUR
2001-08-16,0.9138,EUR
2001-08-17,0.9165,EUR
2001-08-20,0.9127,EUR
2001-08-21,0.9115,EUR
2001-08-22,0.9194,EUR
2001-08-23,0.9166,EUR
2001-08-24,0.9116,EUR
2001-08-27,0.9098,EUR
2001-08-28,0.9102,EUR
2001-08-29,0.9097,EUR
2001-08-30,0.9154,EUR
2001-08-31,0.909,EUR
2001-09-04,0.8868,EUR
2001-09-05,0.8897,EUR
2001-09-06,0.8943,EUR
2001-09-07,0.9044,EUR
2001-09-10,0.8988,EUR
2001-09-12,0.9069,EUR
2001-09-13,0.9089,EUR
2001-09-14,0.9199,EUR
2001-09-17,0.9198,EUR
2001-09-18,0.9233,EUR
2001-09-19,0.931,EUR
2001-09-20,0.9255,EUR
2001-09-21,0.9099,EUR
2001-09-24,0.9135,EUR
2001-09-25,0.9222,EUR
2001-09-26,0.9231,EUR
2001-09-27,0.9181,EUR
2001-09-28,0.9099,EUR
2001-10-01,0.9159,EUR
2001-10-02,0.9149,EUR
2001-10-03,0.9181,EUR
2001-10-04,0.9141,EUR
2001-10-05,0.9168,EUR
2001-10-09,0.915,EUR
2001-10-10,0.9118,EUR
2001-10-11,0.9008,EUR
2001-10-12,0.9078,EUR
2001-10-15,0.9077,EUR
2001-10-16,0.9094,EUR
2001-10-17,0.9065,EUR
2001-10-18,0.9025,EUR
2001-10-19,0.8987,EUR
2001-10-22,0.8906,EUR
2001-10-23,0.8893,EUR
2001-10-24,0.8925,EUR
2001-10-25,0.8965,EUR
2001-10-26,0.8921,EUR
2001-10-29,0.9037,EUR
2001-10-30,0.906,EUR
2001-10-31,0.8993,EUR
2001-11-01,0.9044,EUR
2001-11-02,0.9037,EUR
2001-11-05,0.8963,EUR
2001-11-06,0.8975,EUR
2001-11-07,0.8999,EUR
2001-11-08,0.891,EUR
2001-11-09,0.8935,EUR
2001-11-13,0.8811,EUR
2001-11-14,0.8829,EUR
2001-11-15,0.8813,EUR
2001-11-16,0.8849,EUR
2001-11-19,0.8781,EUR
2001-11-20,0.8832,EUR
2001-11-21,0.8781,EUR
2001-11-23,0.877,EUR
2001-11-26,0.8811,EUR
2001-11-27,0.8812,EUR
2001-11-28,0.8863,EUR
2001-11-29,0.8879,EUR
2001-11-30,0.8958,EUR
2001-12-03,0.8897,EUR
2001-12-04,0.8898,EUR
2001-12-05,0.8856,EUR
2001-12-06,0.8916,EUR
2001-12-07,0.8905,EUR
2001-12-10,0.8884,EUR
2001-12-11,0.8904,EUR
2001-12-12,0.8945,EUR
2001-12-13,0.8976,EUR
2001-12-14,0.9044,EUR
2001-12-17,0.904,EUR
2001-12-18,0.9019,EUR
2001-12-19,0.8997,EUR
2001-12-20,0.8972,EUR
2001-12-21,0.8864,EUR
2001-12-24,0.8773,EUR
2001-12-26,0.8778,EUR
2001-12-27,0.8843,EUR
2001-12-28,0.8822,EUR
2001-12-31,0.8901,EUR
2002-01-02,0.9031,EUR
2002-01-03,0.8992,EUR
2002-01-04,0.8946,EUR
2002-01-07,0.8931,EUR
2002-01-08,0.8925,EUR
2002-01-09,0.8882,EUR
2002-01-10,0.8925,EUR
2002-01-11,0.8905,EUR
2002-01-14,0.8935,EUR
2002-01-15,0.8913,EUR
2002-01-16,0.8834,EUR
2002-01-17,0.88,EUR
2002-01-18,0.8844,EUR
2002-01-22,0.8838,EUR
2002-01-23,0.8836,EUR
2002-01-24,0.8782,EUR
2002-01-25,0.8655,EUR
2002-01-28,0.8605,EUR
2002-01-29,0.8643,EUR
2002-01-30,0.8648,EUR
2002-01-31,0.8594,EUR
2002-02-01,0.8613,EUR
2002-02-04,0.8685,EUR
2002-02-05,0.8672,EUR
2002-02-06,0.8693,EUR
2002-02-07,0.869,EUR
2002-02-08,0.8727,EUR
2002-02-11,0.8778,EUR
2002-02-12,0.8768,EUR
2002-02-13,0.873,EUR
2002-02-14,0.8713,EUR
2002-02-15,0.873,EUR
2002-02-19,0.8764,EUR
2002-02-20,0.8705,EUR
2002-02-21,0.8712,EUR
2002-02-22,0.8757,EUR
2002-02-25,0.8713,EUR
2002-02-26,0.8682,EUR
2002-02-27,0.8642,EUR
2002-02-28,0.8658,EUR
2002-03-01,0.8652,EUR
2002-03-04,0.8705,EUR
2002-03-05,0.8699,EUR
2002-03-06,0.8772,EUR
2002-03-07,0.8795,EUR
2002-03-08,0.8752,EUR
2002-03-11,0.8768,EUR
2002-03-12,0.8759,EUR
2002-03-13,0.877,EUR
2002-03-14,0.8816,EUR
2002-03-15,0.8823,EUR
2002-03-18,0.8826,EUR
2002-03-19,0.8805,EUR
2002-03-20,0.8836,EUR
2002-03-21,0.8836,EUR
2002-03-22,0.8791,EUR
2002-03-25,0.8768,EUR
2002-03-26,0.8767,EUR
2002-03-27,0.8726,EUR
2002-03-28,0.8711,EUR
2002-03-29,0.8717,EUR
2002-04-01,0.8806,EUR
2002-04-02,0.8782,EUR
2002-04-03,0.8804,EUR
2002-04-04,0.8779,EUR
2002-04-05,0.8805,EUR
2002-04-08,0.875,EUR
2002-04-09,0.8793,EUR
2002-04-10,0.8794,EUR
2002-04-11,0.8829,EUR
2002-04-12,0.8792,EUR
2002-04-15,0.8802,EUR
2002-04-16,0.883,EUR
2002-04-17,0.8885,EUR
2002-04-18,0.8898,EUR
2002-04-19,0.8893,EUR
2002-04-22,0.8877,EUR
2002-04-23,0.8897,EUR
2002-04-24,0.8915,EUR
2002-04-25,0.8978,EUR
2002-04-26,0.898,EUR
2002-04-29,0.9028,EUR
2002-04-30,0.9002,EUR
2002-05-01,0.9062,EUR
2002-05-02,0.9032,EUR
2002-05-03,0.9133,EUR
2002-05-06,0.9166,EUR
2002-05-07,0.9148,EUR
2002-05-08,0.904,EUR
2002-05-09,0.9088,EUR
2002-05-10,0.9116,EUR
2002-05-13,0.9107,EUR
2002-05-14,0.9022,EUR
2002-05-15,0.9074,EUR
2002-05-16,0.9105,EUR
2002-05-17,0.9206,EUR
2002-05-20,0.9213,EUR
2002-05-21,0.9191,EUR
2002-05-22,0.9265,EUR
2002-05-23,0.9233,EUR
2002-05-24,0.922,EUR
2002-05-28,0.9285,EUR
2002-05-29,0.9313,EUR
2002-05-30,0.9373,EUR
2002-05-31,0.9339,EUR
2002-06-03,0.939,EUR
2002-06-04,0.9424,EUR
2002-06-05,0.9391,EUR
2002-06-06,0.9457,EUR
2002-06-07,0.9449,EUR
2002-06-10,0.9446,EUR
2002-06-11,0.9445,EUR
2002-06-12,0.9473,EUR
2002-06-13,0.944,EUR
2002-06-14,0.9448,EUR
2002-06-17,0.9442,EUR
2002-06-18,0.9483,EUR
2002-06-19,0.9544,EUR
2002-06-20,0.9646,EUR
2002-06-21,0.9705,EUR
2002-06-24,0.9786,EUR
2002-06-25,0.9692,EUR
2002-06-26,0.9825,EUR
2002-06-27,0.9885,EUR
2002-06-28,0.9856,EUR
